Category,Unit,Variable,Description,Generic,Hassi R'Mel,Girassol,Kuito,Takula,Cossack,Azeri,Frade,Lula,Midale (Southeast Saskatchewan),Hibernia,Bozhong,Huizhou 21-1,Qinhuangdao 32-6,Cano Limon,Cusiana,Dansk (Dan/Gorm),Dansk (Dan/Gorm/Tyra),Sacha,Bombay High,Duri,Minas,Ardeshir,Marun,Kirkuk,Rumaila,West Qurna -2,Zubair,Tengiz,Burgan,Ratawi,Waha,Cantarell,Chuc,Agbami,Bonga,Bonny,Escravos Beach,Obagi,Pennington,Ekofisk,Oseberg,Skarv,Bul Hanine,Dukhan,Chayvo,Romashkinskoye,Samotlor,Safaniya,Ghawar,Zuluf,Fath,Murban,Brent,Forties,Forties,ANS,Bakken - Flaring,Bakken - No flaring,Bakken - All,Eagle Ford - Black oil,Eagle Ford - Volatile oil,Eagle Ford - Condensate,Eagle Ford - Gas,East Texas Field,Lake Washington Field,Mars,Midway-Sunset,Midway-Sunset - 25 pct solar,Midway-Sunset - 50 pct solar,Midway-Sunset - 75 pct solar,Salt Creek,WC,South Belridge,Spraberry field,Thunder Horse,Wilmington-Duffy,Yates,Hamaca,Leona,Orinoco Oil Belt,Santa Barbara,Tia Juana,Cold lake,Foster creek,Suncor,Syncrude,Jackpine/Scotford,CNRL Horizon,Cold lake,Foster creek,Suncor,Syncrude,Jackpine/Scotford,Cold lake,Foster creek,Suncor,Syncrude,Jackpine/Scotford,CO2 default,CO2 high recycle,CO2 low recycle,CO2 seq,CO2 seq 50% credit,CO2 seq 100% credit,CO2 default,CO2 high recycle,CO2 low recycle,CO2 seq,CO2 seq 50% credit,CO2 seq 100% credit,CO2 default,CO2 high recycle,CO2 low recycle,CO2 seq,CO2 seq 50% credit,CO2 seq 100% credit,Diluent Test 0% - Non-integrated mine,Diluent Test 25% - Non integrated mine,Diluent Test 50% - Non integrated mine,Diluent Test 75% - Non-integrated mine,Diluent Test 100% -Non-integrated mine,"Oil sands test: Mine, DC, integrated","Oil sands test: Mine, DC, non-integrated","Oil sands test: Mine, HC, integrated","Oil sands test: Mine, HC, non-integrated","Oil sands test: Mine, HCFC, integrated","Oil sands test: Mine, HCFC, non-integrated",US AVG Gas,US AVG Associated gas,Cant Test,Soku,Brent (Oil),Shah (United Arab Emirates),Akpo (Gas),Puguang,Sulige,Groningen (Netherlands),South Pars 1 (BB),Tabnak,Tamar,Kapuni,Zapolyarnoye,Urengoiskoye,Yamburgskoye,Bovanenkovskoye,Astrakhanskoye,Karachaganak,Shah Deniz Phase One,South Iolotan (Phase 1),Agbami,Troll,Hugoton,Camisea Project,Sleipner Vest,Hassi R`Mel,Idd El Shargi North Dome,Condabri Central (APLNG),Jansz-Io,Gorgon,Vaca Muerta,Eagle Ford,Haynesville,Marcellus,Long Run Montney AB,CRLP,Midway-Sunset - 2.0 comparison test for debbie,Midway-Sunset,Kern River,Canada,Pressure - VLOW,Pressure - LOW,Pressure - MED,Pressure - HIGH,Pressure VHIGH,US Gas 1,US Gas 2,US Gas 3,US Gas 4,US Gas 5,US Gas 6,US Gas 7,US Gas 8,US Gas 9,US Gas 10,US Gas 11,US Gas 12,US Gas 13,US Gas 14,US Gas 15,US Gas 16,US Gas 17,US Gas 18,US Gas 19,US Gas 20,US Gas 21,US Gas 22,US Gas 23,US Gas 24,US Gas 25,US Gas 26,US Gas 27,US Gas 28,US Gas 29,US Gas 30,US Gas 31,US Gas 32,US Gas 33,US Gas 34,US Gas 35,US Gas 36,US Gas 37,US Gas 38,US Gas 39,US Gas 40,US Gas 41,US Gas 42,US Gas 43,US Gas 44,US Gas 5,US Gas 6,US Gas 7,US Gas 8,US Gas 9,US Gas 10,US Gas 11,US Gas 12,US Gas 13,US Gas 14,US Gas 15,US Gas 16,US Gas 17,US Gas 18,US Gas 19,US Gas 20,US Gas 21,US Gas 22,US Gas 23,US Gas 24,US Gas 25,US Gas 26,US Gas 27,US Gas 28,US Gas 29,US Gas 30,US Gas 31,US Gas 32,US Gas 33,US Gas 34,US Gas 36,US Gas 41,US Gas 42,US Gas 43,US Gas 44,US Gas 45,US Gas 46,US Gas 47,US Gas 48,US Gas 49,US Gas 50,US Gas 51,US Gas 52,US Gas 53,US Gas 54,US Gas 55,US Gas 56,US Gas 57,US Gas 58,US Gas 59,US Gas 60,US Oil 1,US Oil 2,US Oil 3,Test 1 - Generic,Test 2 - High WOR 1,Test 3 - High WOR 2,Test 4 - High WOR 3,Test 5 - High WOR 4,Test 6 - High GOR 1,Test 7 - High GOR 2,Test 8 - High GOR 3,Test 9 - High GOR 4,Test 10- High WOR/WIR 1,Test 11- High WOR/WIR 2,Test 12- High WOR/WIR 3,Test 13- High WOR/WIR 4,Test 14 - Gas lift 1,Test 15 - Gas lift 2,Test 16 - Gas lift 3,Test 17 - Gas lift 4,Test 18 - Gas reinjection 1,Test 19 - Gas reinjection 2,Test 20 - Gas reinjection 3,Test 21 - Gas reinjection 4,Test 22- CO2 default / Natural / Path 6,Test 23 - CO2 high recycle / Natural / Path 6,Test 24 - CO2 low recycle / Natural / Path 6,Test 25 - CO2 seq / Anthro / Path 6,Test 26 - CO2 seq 50% credit / Anthro / Path 6,Test 27 - CO2 seq 100% credit / Anthro / Path 6,Test 28 - CO2 default / Natural / Path 7,Test 29 - CO2 high recycle/ Natural / Path 7,Test 30 - CO2 low recycle / Natural / Path 7,Test 31 - CO2 seq / Anthro / Path 7,Test 32 - CO2 seq 50% credit / Anthro / Path 7,Test 33 - CO2 seq 100% credit / Anthro / Path 7,Test 34 - CO2 default / Natural / Path 8,Test 35 - CO2 high recycle / Natural / Path 8,Test 36 - CO2 low recycle / Natural / Path 8,Test 37 - CO2 seq / Anthro / Path 8,Test 38 - CO2 seq 50% credit / Anthro / Path 8,Test 39 - CO2 seq 100% credit / Anthro / Path 8,Test 40 - Diluent Test 0%,Test 41 - Diluent Test 25%,Test 42 - Diluent Test 50%,Test 43 - Diluent Test 75%,Test 44 - Diluent Test 100%,"Test 45 - Oil sands test: Mine, DC, integrated","Test 46 - Oil sands test: Mine, DC, non-integrated","Test 47 - Oil sands test: Mine, HC, integrated","Test 48 - Oil sands test: Mine, HC, non-integrated","Test 49 - Oil sands test: Mine, HCFC, integrated","Test 50 - Oil sands test: Mine, HCFC, non-integrated",Test 51 - Thermal EOR 1 / SOR = 2 / 0% Co-gen,Test 52 - Thermal EOR 2 / SOR = 4 / 0% Co-gen,Test 53 - Thermal EOR 3 / SOR = 6 / 0% Co-gen,Test 54 - Thermal EOR 4 / SOR = 2 / 50% Co-gen,Test 55 - Thermal EOR 5 / SOR = 4 / 50% Co-gen,Test 56 - Thermal EOR 6 / SOR = 6 / 50% Co-gen,Test 57 - Thermal EOR 4 / SOR = 2 / 75% Co-gen,Test 58 - Thermal EOR 5 / SOR = 4 / 75% Co-gen,Test 59 - Thermal EOR 6 / SOR = 6 / 75% Co-gen,Test 60 - Thermal EOR 4 / SOR = 2 / 100% Co-gen,Test 61 - Thermal EOR 5 / SOR = 4 / 100% Co-gen,Test 62 - Thermal EOR 6 / SOR = 6 / 100% Co-gen,Test 63 - Thermal EOR 7 / SOR = 2 / 25% solar,Test 64 - Thermal EOR 8 / SOR = 4 / 25% solar,Test 65 - Thermal EOR 9 / SOR = 6 / 25% solar,Test 66 - Thermal EOR 10 / SOR = 2 / 50% solar,Test 67 - Thermal EOR 11 / SOR = 4 / 50% solar,Test 68 - Thermal EOR 12 / SOR = 6 / 50% solar,Test 69 - Gas processing option 1,Test 70 - Gas processing option 2,Test 71 - Gas processing option 3,Test 72 - Gas processing option 4,Test 73 - Gas processing option 6,Test 74 - Gas processing option 7,Test 75 - Gas processing option 8,Test 76 - Depleted,Test 77 - Very depleted,Test 78 - Low pressure,Test 79 - High temperature,Test 80 - Offshore,Test 81 - Very light oil,Test 82 - Heavy oil primary recovery,Test 83 - Sour gas,Test 84 - Very sour gas,Test 85 - Rich gas,Test 86 - Very rich gas,Test 87 - Stabilizer and heater/treater on,Test 88 - No H/T or stabilizer,Test 89 - High flaring rate 1,Test 90 - High flaring rate 2,Test 91 - High flaring rate 3,Test 92 - High venting rate 1,Test 93 - High venting rate 2,Test 94 - High venting rate 3,Test 95 - Low land use,Test 96 - High land use,Test 97 - Long distance tanker,Test 98 - Long distance pipeline,Test 99 - Low PI,Test 100 - High PI,Generic
Production methods,,downhole_pump,Downhole pump,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,water_reinjection,Water reinjection,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,1,,,1,,,,,,,,,,,1,,0,,,,0,,,,,,,0,1,1,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,natural_gas_reinjection,Natural gas reinjection,1,1,1,,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,,,,,,,0,,,,,,1,,,1,1,,,1,1,,,1,1,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,water_flooding,Water flooding,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,0,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,gas_lifting,Gas lifting,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,0,,,,,1,,,,,,0,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,gas_flooding,Gas flooding,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,0,,0,,,,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,steam_flooding,Steam flooding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,oil_sands_mine_int,Oil sands mine (integrated with upgrader),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,oil_sands_mine_non_int,Oil sands mine (non-integrated with upgrader),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0
